Drug	side_effect_name
Sorafenib	Lipase increased
Sorafenib	Cholangitis
Sorafenib	Cardiac failure congestive
Sorafenib	Hypophosphataemia
Sorafenib	Cholecystitis
Sorafenib	Tumour pain
Sorafenib	Hypertension
Sorafenib	Urethral disorder
Sorafenib	Folliculitis
Sorafenib	Jaundice
Sorafenib	Gastrointestinal disorder
Sorafenib	Rash
Sorafenib	Lymphopenia
Sorafenib	Recall phenomenon
Sorafenib	Completed suicide
Sorafenib	Burning mouth syndrome
Sorafenib	Hepatobiliary disease
Sorafenib	Dry skin
Sorafenib	Hypokalaemia
Sorafenib	Hypersensitivity
Sorafenib	Hyperkeratosis
Sorafenib	Dyspepsia
Sorafenib	Dysphonia
Sorafenib	Vomiting
Sorafenib	Stomatitis
Sorafenib	Mediastinal disorder
Sorafenib	Radiation recall reaction (dermatologic)
Sorafenib	Pruritus
Sorafenib	Bone disorder
Sorafenib	Hypoalbuminaemia
Sorafenib	Hepatocellular carcinoma
Sorafenib	Thyrotropin high
Sorafenib	Hypothyroidism
Sorafenib	Erythema multiforme
Sorafenib	Flushing
Sorafenib	Ischaemia
Sorafenib	International normalised ratio abnormal
Sorafenib	Endocrine disorder
Sorafenib	Myalgia
Sorafenib	Hepatic pain
Sorafenib	Loss of consciousness
Sorafenib	Hyponatraemia
Sorafenib	Leukopenia
Sorafenib	Hypocalcaemia
Sorafenib	Oesophageal pain
Sorafenib	Tubulointerstitial nephritis
Sorafenib	Hoarseness
Sorafenib	Dysgeusia
Sorafenib	Hypertensive crisis
Sorafenib	Dysphagia
Sorafenib	Keratoacanthoma
Sorafenib	Erectile dysfunction
Sorafenib	Eczema
Sorafenib	Malnutrition
Sorafenib	Radiation pneumonitis
Sorafenib	Myocardial infarction
Sorafenib	Thromboembolism
Sorafenib	Syncope
Sorafenib	Oral pain
Sorafenib	Osteonecrosis of jaw
Sorafenib	Transient ischaemic attack
Sorafenib	Fatigue
Sorafenib	Pleural effusion
Sorafenib	Abdominal rigidity
Sorafenib	Leukocytoclastic vasculitis
Sorafenib	Leukoencephalopathy
Sorafenib	Dermatitis
Sorafenib	Suicide
Sorafenib	Amylase increased
Sorafenib	Oesophageal discomfort
Sorafenib	Anaemia
Sorafenib	Thrombocytopenia
Sorafenib	Tinnitus
Sorafenib	Pain
Sorafenib	Drug-induced liver injury
Sorafenib	Neoplasm malignant
Sorafenib	Interstitial pneumonia
Sorafenib	Vascular headache
Sorafenib	Embolism
Sorafenib	Dyspnoea
Sorafenib	Neutropenia
Sorafenib	Protein urine present
Sorafenib	Brain cancer metastatic
Sorafenib	Proteinuria
Sorafenib	Anaphylactic shock
Sorafenib	Angioedema
Sorafenib	Toxic epidermal necrolysis
Sorafenib	Drug-induced hepatitis
Sorafenib	Erythema multiforme minor
Sorafenib	Nephrotic syndrome
Sorafenib	Influenza like illness
Sorafenib	Infestation
Sorafenib	Potassium low
Sorafenib	Prothrombin level abnormal
Sorafenib	Neuropathy
Sorafenib	Acute interstitial nephritis
Sorafenib	Acute coronary syndrome
Sorafenib	Alanine aminotransferase increased
Sorafenib	Dermatitis exfoliative
Sorafenib	Oropharyngeal discomfort
Sorafenib	Aphthous stomatitis
Sorafenib	Drug interaction
Sorafenib	Peripheral sensory neuropathy
Sorafenib	Abdominal pain lower
Sorafenib	Varices oesophageal
Sorafenib	Embolism venous
Sorafenib	Neuropathy peripheral
Sorafenib	Allergic cutaneous angiitis
Sorafenib	Blood thyroid stimulating hormone increased
Sorafenib	Blood pressure increased
Sorafenib	Body temperature increased
Sorafenib	Neoplasm
Sorafenib	Disease progression
Sorafenib	Dizziness
Sorafenib	Immune system disorder
Sorafenib	Pneumonia
Sorafenib	Blood bilirubin increased
Sorafenib	Infestation NOS
Sorafenib	Blood potassium decreased
Sorafenib	Abdominal discomfort
Sorafenib	Blood pressure systolic increased
Sorafenib	Nervous system disorder
Sorafenib	Angiopathy
Sorafenib	Hyperthyroidism
Sorafenib	Infarction
Sorafenib	Alopecia
Sorafenib	Asthenia
Sorafenib	Diarrhoea
Sorafenib	Abdominal tenderness
Sorafenib	Abdominal pain upper
Sorafenib	Aspartate aminotransferase increased
Sorafenib	Nausea
Sorafenib	Anorexia
Sorafenib	Abdominal pain
Sorafenib	Arrhythmia
Sorafenib	Pancreatitis
Sorafenib	Interstitial lung disease
Sorafenib	Infection
Sorafenib	Myocardial ischaemia
Sorafenib	Arthralgia
Sorafenib	Nasopharyngitis
Sorafenib	Ascites
Sorafenib	Pain in extremity
Sunitinib	Potassium low
Sunitinib	Primary hypothyroidism
Sunitinib	Lower respiratory tract infection
Sunitinib	Abdominal sepsis
Sunitinib	Liver function test abnormal
Sunitinib	Oral candidiasis
Sunitinib	Potassium increased
Sunitinib	Pneumonia
Sunitinib	Abscess
Sunitinib	Liver abscess
Sunitinib	Protein urine present
Sunitinib	Oesophagitis
Sunitinib	Raised liver function tests
Sunitinib	Proctalgia
Sunitinib	Pleural effusion
Sunitinib	Lymphopenia
Sunitinib	Proteinuria
Sunitinib	Oral discomfort
Sunitinib	Posterior reversible encephalopathy syndrome
Sunitinib	Myocardial disorder
Sunitinib	Myocardial ischaemia
Sunitinib	Prurigo
Sunitinib	Lymphocyte count decreased
Sunitinib	Pancreatitis
Sunitinib	Pancytopenia
Sunitinib	Paraesthesia
Sunitinib	Pericardial effusion
Sunitinib	Perineal abscess
Sunitinib	Periorbital oedema
Sunitinib	Perirectal abscess
Sunitinib	Peritoneal haemorrhage
Sunitinib	Platelet count decreased
Sunitinib	Phosphorus low
Sunitinib	Pigmentation disorder
Sunitinib	Myopathy
Sunitinib	Pneumothorax
Sunitinib	Abdominal distension
Sunitinib	Abdominal pain
Sunitinib	Abdominal pain upper
Sunitinib	Infarction
Sunitinib	Infection
Sunitinib	Abscess limb
Sunitinib	Acalculous cholecystitis
Sunitinib	Glossodynia
Sunitinib	Phosphatase alkaline increased
Sunitinib	Pruritus
Sunitinib	Pulmonary embolism
Sunitinib	Abdominal abscess
Sunitinib	Abdominal discomfort
Sunitinib	Oedema peripheral
Sunitinib	Oesophageal candidiasis
Sunitinib	Pyoderma gangrenosum
Sunitinib	Leukopenia
Sunitinib	Thyroid disorder
Sunitinib	Oral herpes
Sunitinib	Oral pain
Sunitinib	Oropharyngeal pain
Sunitinib	Acne
Sunitinib	Osteonecrosis of jaw
Sunitinib	Pain
Sunitinib	Pain in extremity
Sunitinib	Oedema
Sunitinib	Pancreatic abscess
Sunitinib	Metastasis
Sunitinib	Metrorrhagia
Sunitinib	Mg reduced
Sunitinib	Mouth ulceration
Sunitinib	Mucosal dryness
Sunitinib	Mucosal inflammation
Sunitinib	Multi-organ failure
Sunitinib	Muscle spasms
Sunitinib	Muscular weakness
Sunitinib	Musculoskeletal discomfort
Sunitinib	Musculoskeletal pain
Sunitinib	Myalgia
Sunitinib	Myelosuppression
Sunitinib	Yellow skin
Sunitinib	Nail disorder
Sunitinib	Nasal congestion
Sunitinib	Nasal dryness
Sunitinib	Nasopharyngitis
Sunitinib	Infestation
Sunitinib	Infestation NOS
Sunitinib	Influenza like illness
Sunitinib	Insomnia
Sunitinib	Acute coronary syndrome
Sunitinib	Adrenal insufficiency
Sunitinib	Ageusia
Sunitinib	Alanine aminotransferase increased
Sunitinib	Pulmonary haemorrhage
Sunitinib	Pulmonary oedema
Sunitinib	Lipase increased
Sunitinib	Dyspepsia
Sunitinib	Dysphagia
Sunitinib	Thyroiditis
Sunitinib	Thyrotoxicosis
Sunitinib	Thyrotropin high
Sunitinib	Tongue ulceration
Sunitinib	Malnutrition
Sunitinib	Mediastinal disorder
Sunitinib	Melaena
Sunitinib	Menopausal symptoms
Sunitinib	Mental disorder
Sunitinib	Eructation
Sunitinib	Erythema
Sunitinib	Erythema multiforme
Sunitinib	Exfoliative rash
Sunitinib	Eye disorder
Sunitinib	Eyelid oedema
Sunitinib	Face oedema
Sunitinib	Fatigue
Sunitinib	Febrile neutropenia
Sunitinib	Fistula
Sunitinib	Flank pain
Sunitinib	Flatulence
Sunitinib	Flushing
Sunitinib	Fungal infection
Sunitinib	Gastrointestinal disorder
Sunitinib	Gastrointestinal pain
Sunitinib	Gastrointestinal perforation
Sunitinib	Gastrooesophageal reflux disease
Sunitinib	Gingival abscess
Sunitinib	Gingival bleeding
Sunitinib	Gingival pain
Sunitinib	Gingivitis
Sunitinib	Intestinal perforation
Sunitinib	Glucose increased
Sunitinib	Haematemesis
Sunitinib	Haematochezia
Sunitinib	Dry skin
Sunitinib	Dysfunction thyroid
Sunitinib	Dysgeusia
Sunitinib	Alopecia
Sunitinib	Amylase increased
Sunitinib	Dyspnoea
Sunitinib	Dyspnoea exertional
Sunitinib	Eczema
Sunitinib	Ejection fraction decreased
Sunitinib	Osteomyelitis
Sunitinib	Electrocardiogram QT prolonged
Sunitinib	Embolism
Sunitinib	Endocrine disorder
Sunitinib	Epistaxis
Sunitinib	Rectal abscess
Sunitinib	Rectal haemorrhage
Sunitinib	Reflux esophagitis
Sunitinib	Renal failure
Sunitinib	Renal failure acute
Sunitinib	Renal impairment
Sunitinib	Respiratory failure
Sunitinib	Respiratory tract infection
Sunitinib	Rhabdomyolysis
Sunitinib	Sepsis
Sunitinib	Septic shock
Sunitinib	Shock
Sunitinib	Skin discolouration
Sunitinib	Skin disorder
Sunitinib	Skin exfoliation
Sunitinib	Skin hyperpigmentation
Sunitinib	Skin infection
Sunitinib	Impaired healing
Sunitinib	Skin lesion
Sunitinib	Sodium decreased
Sunitinib	Sodium high
Sunitinib	Splinter haemorrhages
Sunitinib	Glucose decreased
Sunitinib	Stomatitis
Sunitinib	Subcutaneous abscess
Sunitinib	Lacrimation increased
Sunitinib	Haematoma
Sunitinib	Albumin low
Sunitinib	Alertness decreased
Sunitinib	Limb discomfort
Sunitinib	Thrombotic microangiopathy
Sunitinib	Bronchitis
Sunitinib	Burkitt's lymphoma
Sunitinib	Ca++ increased
Sunitinib	Calcium low
Sunitinib	Candida infection
Sunitinib	Tooth abscess
Sunitinib	Torsade de pointes
Sunitinib	Toxic epidermal necrolysis
Sunitinib	Transient ischaemic attack
Sunitinib	Tumour lysis syndrome
Sunitinib	Tumour necrosis
Sunitinib	Unspecified disorder of skin and subcutaneous tissue
Sunitinib	Unspecified visual loss
Sunitinib	Upper respiratory tract infection
Sunitinib	Urethral disorder
Sunitinib	Urinary tract disorder
Sunitinib	Urinary tract infection
Sunitinib	Urine color abnormal
Sunitinib	Viral infection
Sunitinib	Vomiting
Sunitinib	Weight decreased
Sunitinib	White blood cell count decreased
Sunitinib	Wound haemorrhage
Sunitinib	Creatinine increased
Sunitinib	Decreased appetite
Sunitinib	Deep vein thrombosis
Sunitinib	Dehydration
Sunitinib	Depressed level of consciousness
Sunitinib	Nausea
Sunitinib	Necrotising fasciitis
Sunitinib	Neoplasm
Sunitinib	Stevens-Johnson syndrome
Sunitinib	Nephrotic syndrome
Sunitinib	Nervous system disorder
Sunitinib	Neuropathy peripheral
Sunitinib	Neutropenia
Sunitinib	Dry mouth
Sunitinib	Haemoglobin
Sunitinib	Haemoglobin decreased
Sunitinib	Haemoptysis
Sunitinib	Haemorrhage
Sunitinib	Haemorrhoids
Sunitinib	Hair colour changes
Sunitinib	Rash
Sunitinib	Rash erythematous
Sunitinib	Rash follicular
Sunitinib	Rash generalised
Sunitinib	Rash macular
Sunitinib	Rash maculo-papular
Sunitinib	Rash papular
Sunitinib	Hyperglycaemia
Sunitinib	Hyperkalaemia
Sunitinib	Hyperkeratosis
Sunitinib	Hypernatraemia
Sunitinib	Hypersensitivity
Sunitinib	Hypertension
Sunitinib	Hyperthyroidism
Sunitinib	Hyperuricaemia
Sunitinib	Hypoaesthesia
Sunitinib	Hypoalbuminaemia
Sunitinib	Hypocalcaemia
Sunitinib	Hypogeusia
Sunitinib	Hypoglycaemia
Sunitinib	Hypokalaemia
Sunitinib	Hyponatraemia
Sunitinib	Hypophosphataemia
Sunitinib	Hypothyroidism
Sunitinib	Immune system disorder
Sunitinib	Blood magnesium decreased
Sunitinib	Blood phosphorus decreased
Sunitinib	Blood potassium decreased
Sunitinib	Blood potassium increased
Sunitinib	Glossitis
Sunitinib	Blood sodium increased
Sunitinib	Blood thyroid stimulating hormone increased
Sunitinib	Sudden death
Sunitinib	Laryngeal pain
Sunitinib	Left ventricular dysfunction
Sunitinib	Left ventricular failure
Sunitinib	Leukoderma
Sunitinib	Bradycardia
Sunitinib	Bone pain
Sunitinib	Chest pain
Sunitinib	Anaemia
Sunitinib	Hair discoloration
Sunitinib	Headache
Sunitinib	Cardiac disorder
Sunitinib	Cardiac failure
Sunitinib	Cardiac failure congestive
Sunitinib	Cardiomyopathy
Sunitinib	Cellulitis
Sunitinib	Cellulitis gangrenous
Sunitinib	Cerebral infarction
Sunitinib	Cerebrovascular accident
Sunitinib	Cheilitis
Sunitinib	Blood glucose increased
Sunitinib	Chills
Sunitinib	Cholecystitis
Sunitinib	Chromaturia
Sunitinib	Congenital skin disorder
Sunitinib	Connective tissue disorder
Sunitinib	Constipation
Sunitinib	Convulsion
Sunitinib	Cough
Sunitinib	Blood calcium decreased
Sunitinib	Blood creatinine increased
Sunitinib	Blood disorder
Sunitinib	Blood glucose decreased
Sunitinib	Asthenia
Sunitinib	Depression
Sunitinib	Dermatitis
Sunitinib	Dermatitis bullous
Sunitinib	Blood pressure increased
Sunitinib	Neoplasm malignant
Sunitinib	Diarrhoea
Sunitinib	Disseminated intravascular coagulation
Sunitinib	Diverticulitis
Sunitinib	Dizziness
Sunitinib	Thrombocytopenia
Sunitinib	Thromboembolic event
Sunitinib	Thrombosis
Sunitinib	Body temperature increased
Sunitinib	Back pain
Sunitinib	Bacterial infection
Sunitinib	Bilirubin total increased
Sunitinib	Anal abscess
Sunitinib	Hepatic failure
Sunitinib	Hepatic function abnormal
Sunitinib	Hepatitis
Sunitinib	Hepatobiliary disease
Sunitinib	Hepatotoxicity
Sunitinib	Hot flush
Sunitinib	Hyperaesthesia
Sunitinib	Hypercalcaemia
Sunitinib	Arthralgia
Sunitinib	Aspartate aminotransferase increased
Sunitinib	Blister
Sunitinib	Blood albumin decreased
Sunitinib	Blindness
Sunitinib	Blindness cortical
Sunitinib	Taste altered
Sunitinib	Apoptosis
Sunitinib	Blood alkaline phosphatase increased
Sunitinib	Blood bilirubin increased
Sunitinib	Dermatitis psoriasiform
Sunitinib	Anal fistula
Sunitinib	Arrhythmia
Sunitinib	Angiopathy
Sunitinib	Blood uric acid increased
Sunitinib	Aphthous stomatitis
Sunitinib	Destructive thyroiditis
Sunitinib	Angioedema
Sunitinib	Anorexia
Tamoxifen	Dizziness
Tamoxifen	Cramps of lower extremities
Tamoxifen	Creatinine increased
Tamoxifen	Sepsis
Tamoxifen	Vulvovaginal candidiasis
Tamoxifen	Vomiting
Tamoxifen	Drug interaction
Tamoxifen	Retinal disorder
Tamoxifen	Disease progression
Tamoxifen	Cramp muscle
Tamoxifen	Numbness
Tamoxifen	Sensory loss
Tamoxifen	Hypercholesterolaemia
Tamoxifen	Endometriosis
Tamoxifen	Pulmonary embolism
Tamoxifen	Pruritus vulvae
Tamoxifen	Endometrial cancer
Tamoxifen	Discomfort
Tamoxifen	Tenderness
Tamoxifen	Night sweats
Tamoxifen	Sarcoma uterus
Tamoxifen	Alopecia
Tamoxifen	Insomnia
Tamoxifen	Cutaneous lupus erythematosus
Tamoxifen	Alanine aminotransferase increased
Tamoxifen	Dyspnoea
Tamoxifen	Redness
Tamoxifen	Dermatitis bullous
Tamoxifen	Hyperplasia
Tamoxifen	Sarcoma
Tamoxifen	Diarrhoea
Tamoxifen	Injury
Tamoxifen	Pancytopenia
Tamoxifen	Pruritus
Tamoxifen	Chest pain
Tamoxifen	Cough increased
Tamoxifen	Sinusitis
Tamoxifen	Skin exfoliation
Tamoxifen	Raised liver function tests
Tamoxifen	Osteoarthritis
Tamoxifen	Osteoporosis
Tamoxifen	Deep vein thrombosis
Tamoxifen	Erectile dysfunction
Tamoxifen	Depression
Tamoxifen	Swelling
Tamoxifen	Dermatitis
Tamoxifen	Infection
Tamoxifen	Visual impairment
Tamoxifen	Acute coronary syndrome
Tamoxifen	Hypercalcaemia
Tamoxifen	Cataract
Tamoxifen	Stevens-Johnson syndrome
Tamoxifen	Rash
Tamoxifen	Decreased appetite
Tamoxifen	Embolism
Tamoxifen	Hypertension
Tamoxifen	Endometrial adenocarcinoma
Tamoxifen	Influenza
Tamoxifen	Pancreatitis
Tamoxifen	Erythema multiforme
Tamoxifen	Paraesthesia
Tamoxifen	Paralysis
Tamoxifen	Ocular toxicity
Tamoxifen	Dry mouth
Tamoxifen	Hyperhidrosis
Tamoxifen	Dysphagia
Tamoxifen	Optic nerve disorder
Tamoxifen	Hypersensitivity
Tamoxifen	Optic neuritis
Tamoxifen	Porphyria non-acute
Tamoxifen	Sweating
Tamoxifen	Priapism
Tamoxifen	Cough
Tamoxifen	Constipation
Tamoxifen	Breast pain
Tamoxifen	Cholestasis
Tamoxifen	Cataract specified
Tamoxifen	Dysgeusia
Tamoxifen	Cutaneous vasculitis
Tamoxifen	Cyst
Tamoxifen	Ankle edema
Tamoxifen	Porphyria cutanea tarda
Tamoxifen	Vaginal inflammation
Tamoxifen	Vasculitis
Tamoxifen	Hypertriglyceridaemia
Tamoxifen	Inflammation
Tamoxifen	Visual disturbance
Tamoxifen	Neutropenia
Tamoxifen	Adenocarcinoma
Tamoxifen	Accidental injury
Tamoxifen	Hot flush
Tamoxifen	Dyspepsia
Tamoxifen	Oligomenorrhoea
Tamoxifen	Pneumonia
Tamoxifen	Abdominal cramps
Tamoxifen	Anorexia
Tamoxifen	Appetite absent
Tamoxifen	Leukorrhea
Tamoxifen	Erythema
Tamoxifen	Arthritis
Tamoxifen	Fatigue
Tamoxifen	Thirst
Tamoxifen	Peliosis hepatis
Tamoxifen	Oedema
Tamoxifen	Vaginal dryness
Tamoxifen	Hyperlipidaemia
Tamoxifen	Vaginal infection
Tamoxifen	Joint swelling
Tamoxifen	Polyp
Tamoxifen	Bone pain
Tamoxifen	Breast cancer male
Tamoxifen	Precocious puberty
Tamoxifen	Contusion
Tamoxifen	Breast neoplasm
Tamoxifen	Hepatotoxicity
Tamoxifen	High density lipoprotein decreased
Tamoxifen	Hip fracture
Tamoxifen	Oedema peripheral
Tamoxifen	Amenorrhoea
Tamoxifen	Oestrogenic effect
Tamoxifen	Platelet count decreased
Tamoxifen	Nail changes
Tamoxifen	Myocardial ischaemia
Tamoxifen	Myocardial infarction
Tamoxifen	Nail disorder
Tamoxifen	Hypoaesthesia
Tamoxifen	Nettle rash
Tamoxifen	Accidental ingestion
Tamoxifen	Aspartate aminotransferase increased
Tamoxifen	Asthenia
Tamoxifen	Cardiovascular disorder
Tamoxifen	Musculoskeletal pain
Tamoxifen	Myalgia
Tamoxifen	Vaginal haemorrhage
Tamoxifen	Angioedema
Tamoxifen	Leukopenia
Tamoxifen	Anxiety
Tamoxifen	Tumour pain
Tamoxifen	Ovarian cyst
Tamoxifen	Pain
Tamoxifen	Arthropathy
Tamoxifen	Hepatic steatosis
Tamoxifen	Hepatitis
Tamoxifen	Vulvovaginal dryness
Tamoxifen	Vulvovaginal pruritus
Tamoxifen	Interstitial lung disease
Tamoxifen	Interstitial pneumonia
Tamoxifen	Phlebitis superficial
Tamoxifen	Blood creatinine increased
Tamoxifen	Blood triglycerides increased
Tamoxifen	Angina pectoris
Tamoxifen	Gastrointestinal pain
Tamoxifen	Breast feeding
Tamoxifen	Hepatocellular injury
Tamoxifen	Accidental exposure to product
Tamoxifen	Hepatic necrosis
Tamoxifen	Bronchitis
Tamoxifen	Vaginal discharge
Tamoxifen	Pelvic pain
Tamoxifen	Pemphigoid
Tamoxifen	Myelosuppression
Tamoxifen	Walking disability
Tamoxifen	Anaemia
Tamoxifen	Gastrointestinal disorder
Tamoxifen	Menstruation irregular
Tamoxifen	Visual acuity reduced
Tamoxifen	Neoplasm
Tamoxifen	Arthralgia
Tamoxifen	Arrhythmia
Tamoxifen	Liver function test abnormal
Tamoxifen	Back pain
Tamoxifen	Musculoskeletal discomfort
Tamoxifen	Thrombocytopenia
Tamoxifen	Vulvovaginitis
Tamoxifen	Tumour flare
Tamoxifen	Blood bilirubin increased
Tamoxifen	Weight decreased
Tamoxifen	Weight increased
Tamoxifen	Lightheadedness
Tamoxifen	Liver fatty
Tamoxifen	Urinary incontinence
Tamoxifen	Mood swings
Tamoxifen	Uterine cancer
Tamoxifen	Uterine polyp
Tamoxifen	Throat irritation
Tamoxifen	Hepatic cyst
Tamoxifen	Pharyngitis
Tamoxifen	Thrombosis
Tamoxifen	Blister
Tamoxifen	Gait disturbance
Tamoxifen	Menstrual disorder
Tamoxifen	Metastatic neoplasm
Tamoxifen	Upset stomach
Tamoxifen	Abdominal pain
Tamoxifen	Hepatic failure
Tamoxifen	Multiple fractures
Tamoxifen	Hepatic function abnormal
Tamoxifen	Uterine leiomyoma
Tamoxifen	Fracture
Tamoxifen	Thromboembolic event
Tamoxifen	Benign neoplasm
Tamoxifen	Blindness
Tamoxifen	Mood alteration NOS
Tamoxifen	Menopause
Tamoxifen	Macular degeneration
Tamoxifen	Nausea
Tamoxifen	Urinary tract infection
Tamoxifen	Flushing
Tamoxifen	Haemoglobin
Tamoxifen	Haemorrhage
Tamoxifen	Fluid retention
Tamoxifen	Abdominal discomfort
Tamoxifen	Febrile neutropenia
Tamoxifen	Liver injury
Tamoxifen	Metastatic disease
Tamoxifen	Headache
Tamoxifen	Menopausal symptoms
Tamoxifen	Urticaria
Tamoxifen	Muscle spasms
Tamoxifen	Loss of libido
Tamoxifen	Lymphoedema
Tamoxifen	Macular oedema
Temsirolimus	White blood cell count decreased
Temsirolimus	Wound infection
Temsirolimus	Weight decreased
Temsirolimus	Vomiting
Temsirolimus	Rhinitis
Temsirolimus	Reflex sympathetic dystrophy
Temsirolimus	Renal failure
Temsirolimus	Rhabdomyolysis
Temsirolimus	Venous thrombosis
Temsirolimus	Vesiculobullous rash
Temsirolimus	Viral infection
Temsirolimus	Fungal infection
Temsirolimus	Warmth
Temsirolimus	Stomatitis
Temsirolimus	Swelling
Temsirolimus	Thrombocytopenia
Temsirolimus	Thrombophlebitis
Temsirolimus	Unspecified disorder of skin and subcutaneous tissue
Temsirolimus	Scrotal oedema
Temsirolimus	Sepsis
Temsirolimus	Septic shock
Temsirolimus	Sinusitis
Temsirolimus	Skin disorder
Temsirolimus	Skin infection
Temsirolimus	Somnolence
Temsirolimus	Stevens-Johnson syndrome
Temsirolimus	Erythema
Temsirolimus	Erythema multiforme
Temsirolimus	Exfoliative rash
Temsirolimus	Wound complication
Temsirolimus	Eye disorder
Temsirolimus	Upper respiratory tract infection
Temsirolimus	Urethral disorder
Temsirolimus	Urinary tract disorder
Temsirolimus	Urinary tract infection
Temsirolimus	Venous thromboembolism
Temsirolimus	Embolism venous
Temsirolimus	Eosinophilic pneumonia
Temsirolimus	Epistaxis
Temsirolimus	Connective tissue disorder
Temsirolimus	Constipation
Temsirolimus	Convulsion
Temsirolimus	Cough
Temsirolimus	Creatinine increased
Temsirolimus	Cystitis
Temsirolimus	Cystitis noninfective
Temsirolimus	Decreased appetite
Temsirolimus	Deep vein thrombosis
Temsirolimus	Dehydration
Temsirolimus	Depression
Temsirolimus	Dermatitis
Temsirolimus	Conjunctivitis
Temsirolimus	Dermatitis exfoliative
Temsirolimus	Diabetes mellitus
Temsirolimus	Diarrhoea
Temsirolimus	Dizziness
Temsirolimus	Dry skin
Temsirolimus	Duodenal perforation
Temsirolimus	Dysgeusia
Temsirolimus	Dysphagia
Temsirolimus	Dyspnoea
Temsirolimus	Dysuria
Temsirolimus	Ecchymosis
Temsirolimus	Eczema
Temsirolimus	Dermatitis bullous
Temsirolimus	Hypokalaemia
Temsirolimus	Hypophosphataemia
Temsirolimus	Immune system disorder
Temsirolimus	Impaired healing
Temsirolimus	Extravasation
Temsirolimus	Candida infection
Temsirolimus	Eye haemorrhage
Temsirolimus	Face oedema
Temsirolimus	Fatigue
Temsirolimus	Febrile neutropenia
Temsirolimus	Feeling hot
Temsirolimus	Fluid retention
Temsirolimus	Hypocalcaemia
Temsirolimus	Abdominal distension
Temsirolimus	Abdominal pain
Temsirolimus	Abscess
Temsirolimus	Gastritis
Temsirolimus	Gastrointestinal disorder
Temsirolimus	Gastrointestinal haemorrhage
Temsirolimus	Gastrointestinal pain
Temsirolimus	Generalised oedema
Temsirolimus	Gingival bleeding
Temsirolimus	Gingivitis
Temsirolimus	Glossitis
Temsirolimus	Glucose increased
Temsirolimus	Glucose tolerance impaired
Temsirolimus	Haematuria
Temsirolimus	Haemoglobin decreased
Temsirolimus	Haemorrhage intracranial
Temsirolimus	Headache
Temsirolimus	Herpes simplex
Temsirolimus	Herpes virus infection
Temsirolimus	Herpes zoster
Temsirolimus	Hypercholesterolaemia
Temsirolimus	Hyperglycaemia
Temsirolimus	Hyperlipidaemia
Temsirolimus	Hypersensitivity
Temsirolimus	Hypertension
Temsirolimus	Hypertriglyceridaemia
Temsirolimus	Blood glucose increased
Temsirolimus	Blood phosphorus decreased
Temsirolimus	Blood potassium decreased
Temsirolimus	Blood triglycerides increased
Temsirolimus	Body temperature increased
Temsirolimus	Bronchitis
Temsirolimus	Pneumocystis jirovecii pneumonia
Temsirolimus	Cardiac disorder
Temsirolimus	Cataract
Temsirolimus	Cellulitis
Temsirolimus	Cervicobrachial syndrome
Temsirolimus	Chest pain
Temsirolimus	Chills
Temsirolimus	Folliculitis
Temsirolimus	Complex regional pain syndrome
Temsirolimus	Rash generalised
Temsirolimus	Rash macular
Temsirolimus	Acne
Temsirolimus	Ageusia
Temsirolimus	Alanine aminotransferase increased
Temsirolimus	Alveolitis
Temsirolimus	Alveolitis allergic
Temsirolimus	Anaemia
Temsirolimus	Anal candidiasis
Temsirolimus	Anaphylactic shock
Temsirolimus	Angioedema
Temsirolimus	Angiopathy
Temsirolimus	Anorexia
Temsirolimus	Anxiety
Temsirolimus	Aphthous stomatitis
Temsirolimus	Arthralgia
Temsirolimus	Aspartate aminotransferase increased
Temsirolimus	Asthenia
Temsirolimus	Back pain
Temsirolimus	Bacterial infection
Temsirolimus	Bilirubin total increased
Temsirolimus	Bladder pain
Temsirolimus	Blood alkaline phosphatase increased
Temsirolimus	Blood bilirubin increased
Temsirolimus	Blood creatinine increased
Temsirolimus	Pericardial effusion
Temsirolimus	Petechiae
Temsirolimus	Pharyngitis
Temsirolimus	Phosphatase alkaline increased
Temsirolimus	Phosphorus low
Temsirolimus	Platelet count decreased
Temsirolimus	Infection
Temsirolimus	Pneumonia
Temsirolimus	Pollakiuria
Temsirolimus	Postoperative wound infection
Temsirolimus	Potassium low
Temsirolimus	Prurigo
Temsirolimus	Pruritus
Temsirolimus	Pruritus generalised
Temsirolimus	Lacrimal disorder
Temsirolimus	Lacrimal structural disorder
Temsirolimus	Laryngitis
Temsirolimus	Rash maculo-papular
Temsirolimus	Rash papular
Temsirolimus	Rash pustular
Temsirolimus	Rectal haemorrhage
Temsirolimus	Malnutrition
Temsirolimus	Mediastinal disorder
Temsirolimus	Mental disorder
Temsirolimus	Mouth haemorrhage
Temsirolimus	Mouth ulceration
Temsirolimus	Mucosal inflammation
Temsirolimus	Musculoskeletal discomfort
Temsirolimus	Myalgia
Temsirolimus	Nail disorder
Temsirolimus	Nausea
Temsirolimus	Nervous system disorder
Temsirolimus	Neutropenia
Temsirolimus	Oedema
Temsirolimus	Oedema genital
Temsirolimus	Oedema peripheral
Temsirolimus	Ophthalmic herpes zoster
Temsirolimus	Oral herpes
Temsirolimus	Oral pain
Temsirolimus	Pain
Temsirolimus	Interstitial pneumonia
Temsirolimus	Intestinal perforation
Temsirolimus	Pulmonary embolism
Temsirolimus	Pulmonary fibrosis
