A,B,ATCsim,STsim,SEsim,integrated_score,integrated_score2,TAG
Sirolimus,Etodolac,0.135335283,0.430997712,0.233009709,0.622643689,0.622643689,N
Sirolimus,Everolimus,0.22313016,0.404207958,0.370165746,0.708479409,0.708479409,N
Sirolimus,Fenretinide,1.00E-50,0.307945338,0,0.307945338,0.307945338,N
Sirolimus,Fluorouracil,0.082084999,0.230416781,0.137614679,0.390800676,0.390800676,N
Sirolimus,Fulvestrant,0.082084999,0.249026767,0.168067227,0.426524118,0.426524118,N
Sirolimus,Gefitinib,0.082084999,0.230878895,0.182767624,0.423043912,0.423043912,N
Pertuzumab,Trastuzumab,0.367879441,1.00E-50,1.00E-50,1,0.367879441,P
Sirolimus,Irinotecan,0.135335283,0.494356061,0.223300971,0.660417496,0.660417496,N
Sirolimus,Ketoconazole,0.22313016,0.354303878,0.158163265,0.577716306,0.577716306,N
Sirolimus,Lansoprazole,0.22313016,0.284413618,0.325704225,0.625147193,0.625147193,N
Sirolimus,Lenalidomide,0.22313016,0.296240426,0.275384615,0.60383133,0.60383133,N
Sirolimus,Leucovorin,1.00E-50,0.319768602,0.112391931,0.396221122,0.396221122,N
Sirolimus,Linifanib,1.00E-50,0.246767676,1.00E-50,0.246767676,0.246767676,N
Sirolimus,Lomeguatrib,1.00E-50,0.2233034,1.00E-50,0.2233034,0.2233034,N
Sirolimus,Lonafarnib,1.00E-50,0.243930989,1.00E-50,0.243930989,0.243930989,N
Sirolimus,Melphalan,0.22313016,0.38600409,1.00E-50,0.523005095,0.523005095,N
Sirolimus,Methoxsalen,0.367879441,0.219482554,1.00E-50,0.506618876,0.506618876,N
Sirolimus,Mitoxantrone,0.135335283,0.31376462,0.223300971,0.53913513,0.53913513,N
Sirolimus,Neratinib,1.00E-50,0.293000572,1.00E-50,0.293000572,0.293000572,N
Sirolimus,O6-benzylguanine,1.00E-50,0.30790436,1.00E-50,0.30790436,0.30790436,N
Sirolimus,Octreotide,0.22313016,0.322909041,0.256565657,0.608944952,0.608944952,N
Sirolimus,Oxaliplatin,0.22313016,0.376384509,1.00E-50,0.515531933,0.515531933,N
Sirolimus,Paclitaxel,0.22313016,0.488240115,0.277408638,0.71271876,0.71271876,N
Sirolimus,Pemetrexed,0.082084999,0.363260038,0.165374677,0.512183897,0.512183897,N
Sirolimus,Plitidepsin,1.00E-50,0.325023175,0,0.325023175,0.325023175,N
Sirolimus,Pregabalin,0.082084999,0.254430593,0.271537623,0.501462681,0.501462681,N
Sirolimus,Propranolol,0.22313016,0.299954914,0.114213198,0.518270239,0.518270239,N
Sirolimus,Rifampin,1.00E-50,0.525245098,0,0.525245098,0.525245098,N
Sirolimus,Romidepsin,0.367879441,0.436376432,0,0.643721956,0.643721956,N
Sirolimus,Sabarubicin,1.00E-50,0.332971555,1.00E-50,0.332971555,0.332971555,N
Sirolimus,SCH 900776,1.00E-50,0.141957719,1.00E-50,0.141957719,0.141957719,N
Sirolimus,Sorafenib,0.22313016,0.194555415,0.209677419,0.505474924,0.505474924,N
Sirolimus,Tamoxifen,0.22313016,0.419963442,0.22,0.648521932,0.648521932,N
Sirolimus,Temozolomide,0.22313016,0.243856641,1.00E-50,0.41257503,0.41257503,N
Sirolimus,Temsirolimus,0.22313016,0.500411736,0.289215686,0.724133907,0.724133907,N
Phenoxodiol,Gemtuzumab ozogamicin,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Sirolimus,Tipifarnib,1.00E-50,0.299813069,0,0.299813069,0.299813069,N
Sirolimus,Toremifene,0.22313016,0.335355943,0.129032258,0.550282842,0.550282842,N
Sirolimus,Tretinoin,0.22313016,0.207797271,0.25,0.538421195,0.538421195,N
Sirolimus,Trimidox,1.00E-50,0.311064359,1.00E-50,0.311064359,0.311064359,N
Sirolimus,Vandetanib,0.22313016,0.266155282,0.21192053,0.550714453,0.550714453,N
Sirolimus,Vitamin D2,1.00E-50,0.306734949,0.043859649,0.337141311,0.337141311,N
Sirolimus,Zibotentan,1.00E-50,0.398552939,1.00E-50,0.398552939,0.398552939,N
Sirolimus,Zoledronic acid,0.22313016,0.268758888,0.247767857,0.572672592,0.572672592,N
Sodium butyrate,Sirolimus,1.00E-50,0.202147043,1.00E-50,0.202147043,0.202147043,N
Sodium butyrate,Aflibercept,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Phenoxodiol,Pertuzumab,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Sodium butyrate,IL-27,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Sodium butyrate,Interferon alfa-2a,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Sodium butyrate,Peginterferon alfa-2b,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Phenoxodiol,Rituximab,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Sodium butyrate,Sorivudine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Phenoxodiol,Trastuzumab,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Sodium butyrate,Trebananib,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Sodium butyrate,Trientine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Sodium butyrate,17-DMAG,1.00E-50,0.18761815,1.00E-50,0.18761815,0.18761815,N
Sodium butyrate,2-Methoxyestradiol,1.00E-50,0.22112069,1.00E-50,0.22112069,0.22112069,N
Sodium butyrate,ABT-737,1.00E-50,0.203929414,1.00E-50,0.203929414,0.203929414,N
Sodium butyrate,AEE788,1.00E-50,0.209201887,1.00E-50,0.209201887,0.209201887,N
Sodium butyrate,Aminophylline,1.00E-50,0.170651643,1.00E-50,0.170651643,0.170651643,N
Sodium butyrate,Anastrozole,1.00E-50,0.229160973,1.00E-50,0.229160973,0.229160973,N
Sodium butyrate,Arzoxifene,1.00E-50,0.25172144,1.00E-50,0.25172144,0.25172144,N
Sodium butyrate,Azacitidine,1.00E-50,0.203709578,1.00E-50,0.203709578,0.203709578,N
Sodium butyrate,Bexarotene,1.00E-50,0.262437101,1.00E-50,0.262437101,0.262437101,N
Sodium butyrate,Bosutinib,1.00E-50,0.192433384,1.00E-50,0.192433384,0.192433384,N
Sodium butyrate,Busulfan,1.00E-50,0.232843968,1.00E-50,0.232843968,0.232843968,N
Sodium butyrate,Canfosfamide,1.00E-50,0.236482907,1.00E-50,0.236482907,0.236482907,N
Sodium butyrate,Carboplatin,1.00E-50,0.295740741,1.00E-50,0.295740741,0.295740741,N
Sodium butyrate,Carvedilol,1.00E-50,0.291518261,1.00E-50,0.291518261,0.291518261,N
Sodium butyrate,Celecoxib,1.00E-50,0.192536775,1.00E-50,0.192536775,0.192536775,N
Sodium butyrate,Chlorambucil,1.00E-50,0.222502046,1.00E-50,0.222502046,0.222502046,N
Sodium butyrate,CI-1040,1.00E-50,0.23274547,1.00E-50,0.23274547,0.23274547,N
Sodium butyrate,Clofarabine,1.00E-50,0.195641476,1.00E-50,0.195641476,0.195641476,N
Sodium butyrate,Dacarbazine,1.00E-50,0.116595774,1.00E-50,0.116595774,0.116595774,N
Sodium butyrate,Daunorubicin,1.00E-50,0.244872694,1.00E-50,0.244872694,0.244872694,N
Sodium butyrate,Dexamethasone,1.00E-50,0.282668754,1.00E-50,0.282668754,0.282668754,N
Sodium butyrate,Discodermolide,1.00E-50,0.341641692,1.00E-50,0.341641692,0.341641692,N
Sodium butyrate,Doxorubicin,1.00E-50,0.300991199,1.00E-50,0.300991199,0.300991199,N
Sodium butyrate,Enalapril,1.00E-50,0.258855686,1.00E-50,0.258855686,0.258855686,N
Sodium butyrate,Epirubicin,1.00E-50,0.244703861,1.00E-50,0.244703861,0.244703861,N
Sodium butyrate,Etodolac,1.00E-50,0.246654264,1.00E-50,0.246654264,0.246654264,N
Sodium butyrate,Everolimus,1.00E-50,0.168566909,1.00E-50,0.168566909,0.168566909,N
Sodium butyrate,Fluorouracil,1.00E-50,0.466537561,1.00E-50,0.466537561,0.466537561,N
Sodium butyrate,Fulvestrant,1.00E-50,0.240684624,1.00E-50,0.240684624,0.240684624,N
Sodium butyrate,Gefitinib,1.00E-50,0.19040404,1.00E-50,0.19040404,0.19040404,N
Prednisone,Pertuzumab,0.135335283,1.00E-50,0,0.135335283,0.135335283,N
Sodium butyrate,Irinotecan,1.00E-50,0.216237685,1.00E-50,0.216237685,0.216237685,N
Sodium butyrate,Ketoconazole,1.00E-50,0.349303067,1.00E-50,0.349303067,0.349303067,N
Sodium butyrate,Lansoprazole,1.00E-50,0.383129706,1.00E-50,0.383129706,0.383129706,N
Sodium butyrate,Lenalidomide,1.00E-50,0.260218759,1.00E-50,0.260218759,0.260218759,N
Sodium butyrate,Leucovorin,1.00E-50,0.397441077,1.00E-50,0.397441077,0.397441077,N
Sodium butyrate,Linifanib,1.00E-50,0.403736822,1.00E-50,0.403736822,0.403736822,N
Sodium butyrate,Lomeguatrib,1.00E-50,0.268050941,1.00E-50,0.268050941,0.268050941,N
Sodium butyrate,Lonafarnib,1.00E-50,0.211147661,1.00E-50,0.211147661,0.211147661,N
Sodium butyrate,Melphalan,1.00E-50,0.266462361,1.00E-50,0.266462361,0.266462361,N
Sodium butyrate,Methoxsalen,1.00E-50,0.273236158,1.00E-50,0.273236158,0.273236158,N
Sodium butyrate,Midostaurin,1.00E-50,0.078772077,1.00E-50,0.078772077,0.078772077,N
Sodium butyrate,Mitoxantrone,1.00E-50,0.237363432,1.00E-50,0.237363432,0.237363432,N
Sodium butyrate,Neratinib,1.00E-50,0.136309118,1.00E-50,0.136309118,0.136309118,N
Sodium butyrate,O6-benzylguanine,1.00E-50,0.310620783,1.00E-50,0.310620783,0.310620783,N
Sodium butyrate,Octreotide,1.00E-50,0.235458472,1.00E-50,0.235458472,0.235458472,N
Sodium butyrate,Oxaliplatin,1.00E-50,0.23961978,1.00E-50,0.23961978,0.23961978,N
Sodium butyrate,Paclitaxel,1.00E-50,0.242661033,1.00E-50,0.242661033,0.242661033,N
Sodium butyrate,Pemetrexed,1.00E-50,0.355832825,1.00E-50,0.355832825,0.355832825,N
Sodium butyrate,Plitidepsin,1.00E-50,0.196969338,1.00E-50,0.196969338,0.196969338,N
Sodium butyrate,Pregabalin,1.00E-50,0.448980768,1.00E-50,0.448980768,0.448980768,N
Sodium butyrate,Propranolol,1.00E-50,0.331808214,1.00E-50,0.331808214,0.331808214,N
Sodium butyrate,Rifampin,1.00E-50,0.213533392,1.00E-50,0.213533392,0.213533392,N
Sodium butyrate,Romidepsin,1.00E-50,0.23992884,1.00E-50,0.23992884,0.23992884,N
Sodium butyrate,Sabarubicin,1.00E-50,0.240892407,1.00E-50,0.240892407,0.240892407,N
Sodium butyrate,SCH 900776,1.00E-50,0.081732279,1.00E-50,0.081732279,0.081732279,N
Sodium butyrate,Sorafenib,1.00E-50,0.262988773,1.00E-50,0.262988773,0.262988773,N
Sodium butyrate,Sunitinib,1.00E-50,0.208139449,1.00E-50,0.208139449,0.208139449,N
Sodium butyrate,Tamoxifen,1.00E-50,0.256004222,1.00E-50,0.256004222,0.256004222,N
Sodium butyrate,Taxane,1.00E-50,0.318238351,1.00E-50,0.318238351,0.318238351,N
Sodium butyrate,Temozolomide,1.00E-50,0.265576788,1.00E-50,0.265576788,0.265576788,N
Sodium butyrate,Temsirolimus,1.00E-50,0.274460622,1.00E-50,0.274460622,0.274460622,N
Prednisone,Rituximab,0.135335283,1.00E-50,0,0.135335283,0.135335283,N
Sodium butyrate,Theophylline,1.00E-50,0.315098908,1.00E-50,0.315098908,0.315098908,N
Sodium butyrate,Tipifarnib,1.00E-50,0.217735984,1.00E-50,0.217735984,0.217735984,N
Sodium butyrate,Topotecan,1.00E-50,0.236507759,1.00E-50,0.236507759,0.236507759,N
Sodium butyrate,Toremifene,1.00E-50,0.29726926,1.00E-50,0.29726926,0.29726926,N
Sodium butyrate,Trabectedin,1.00E-50,0.22819305,1.00E-50,0.22819305,0.22819305,N
Sodium butyrate,Tretinoin,1.00E-50,0.33238812,1.00E-50,0.33238812,0.33238812,N
Sodium butyrate,Trichostatin A,1.00E-50,0.264537286,1.00E-50,0.264537286,0.264537286,N
Sodium butyrate,Trifluridine,1.00E-50,0.225706155,1.00E-50,0.225706155,0.225706155,N
Sodium butyrate,Trimidox,1.00E-50,0.269927026,1.00E-50,0.269927026,0.269927026,N
Sodium butyrate,Tubacin,1.00E-50,0.111414094,1.00E-50,0.111414094,0.111414094,N
Sodium butyrate,Valproic Acid,1.00E-50,0.396851207,1.00E-50,0.396851207,0.396851207,N
Sodium butyrate,Vandetanib,1.00E-50,0.225295856,1.00E-50,0.225295856,0.225295856,N
Sodium butyrate,Vinorelbine,1.00E-50,0.272795624,1.00E-50,0.272795624,0.272795624,N
Sodium butyrate,Vitamin D2,1.00E-50,0.373987282,1.00E-50,0.373987282,0.373987282,N
Sodium butyrate,Vorinostat,1.00E-50,0.144469343,1.00E-50,0.144469343,0.144469343,N
Sodium butyrate,Zibotentan,1.00E-50,0.236570618,1.00E-50,0.236570618,0.236570618,N
Sodium butyrate,Zoledronic acid,1.00E-50,0.20317267,1.00E-50,0.20317267,0.20317267,N
Sorafenib,Carboplatin,0.135335283,0.280114916,1.00E-50,1,0.377540768,P
Sorafenib,Genistein,1.00E-50,0.244322808,0,1,0.244322808,P
Sorafenib,Sunitinib,0.082084999,0.665359644,0.315789474,1,0.789830093,P
Sunitinib,Aflibercept,0.082084999,1.00E-50,0,0.082084999,0.082084999,N
Sunitinib,Interferon alfa-2a,0.082084999,1.00E-50,0,0.082084999,0.082084999,N
Sunitinib,Peginterferon alfa-2b,0.082084999,1.00E-50,0,0.082084999,0.082084999,N
Prednisone,Trastuzumab,0.135335283,1.00E-50,0,0.135335283,0.135335283,N
Sunitinib,Sirolimus,0.135335283,0.203155637,0.231638418,0.470596407,0.470596407,N
Prednisone,Gemtuzumab ozogamicin,1.00E-50,1.00E-50,0,1.00E-50,1.00E-50,N
Sunitinib,Trientine,0.082084999,1.00E-50,1.00E-50,0.082084999,0.082084999,N
Procainamide,Pertuzumab,0.22313016,1.00E-50,1.00E-50,0.22313016,0.22313016,N
Sunitinib,IL-27,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Sunitinib,Sorivudine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Sunitinib,Trebananib,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Sunitinib,17-DMAG,1.00E-50,0.336385561,0,0.336385561,0.336385561,N
Sunitinib,2-Methoxyestradiol,1.00E-50,0.17152581,0,0.17152581,0.17152581,N
Sunitinib,ABT-737,1.00E-50,0.326693007,1.00E-50,0.326693007,0.326693007,N
Sunitinib,AEE788,1.00E-50,0.216787391,1.00E-50,0.216787391,0.216787391,N
Sunitinib,Aminophylline,0.082084999,0.155948493,0.084832905,0.290958241,0.290958241,N
Sunitinib,Anastrozole,0.135335283,0.245165938,0.182464455,0.466412225,0.466412225,N
Sunitinib,Arzoxifene,1.00E-50,0.167338315,1.00E-50,0.167338315,0.167338315,N
Sunitinib,Azacitidine,0.082084999,0.205153052,0.246119734,0.449967497,0.449967497,N
Sunitinib,Bexarotene,0.082084999,0.192913165,1.00E-50,0.259162887,0.259162887,N
Sunitinib,Bosutinib,0.082084999,0.261436536,0.22739726,0.476222871,0.476222871,N
Sunitinib,Busulfan,0.082084999,0.135757411,1.00E-50,0.206698763,0.206698763,N
Sunitinib,Canfosfamide,1.00E-50,0.248276683,0.035714286,0.275123944,0.275123944,N
Sunitinib,Carboplatin,0.082084999,0.243797312,1.00E-50,0.305870209,0.305870209,N
Sunitinib,Carvedilol,0.082084999,0.284312516,0.202505219,0.476093557,0.476093557,N
Sunitinib,Celecoxib,0.082084999,0.244534715,0.261278195,0.487731209,0.487731209,N
Sunitinib,Chlorambucil,0.082084999,0.165233943,1.00E-50,0.233755714,0.233755714,N
Sunitinib,CI-1040,1.00E-50,0.283528177,1.00E-50,0.283528177,0.283528177,N
Sunitinib,Clofarabine,0.082084999,0.173254059,0.279187817,0.452988248,0.452988248,N
Sunitinib,Dacarbazine,0.082084999,0.105152301,0,0.178605873,0.178605873,N
Sunitinib,Daunorubicin,0.082084999,0.256338665,0.180327869,0.440477135,0.440477135,N
Sunitinib,Dexamethasone,0.135335283,0.197067425,0.127201566,0.394044441,0.394044441,N
Sunitinib,Discodermolide,1.00E-50,0.23763094,1.00E-50,0.23763094,0.23763094,N
Sunitinib,Doxorubicin,0.082084999,0.319895838,0.281345566,0.551359981,0.551359981,N
Sunitinib,Enalapril,0.082084999,0.221745233,0.205949657,0.432752886,0.432752886,N
Sunitinib,Epirubicin,0.082084999,0.243694894,0.281345566,0.501092986,0.501092986,N
Sunitinib,Etodolac,0.082084999,0.227398924,0.181395349,0.41946022,0.41946022,N
Sunitinib,Everolimus,0.082084999,0.333161296,0.340540541,0.596344041,0.596344041,N
Sunitinib,Fenretinide,1.00E-50,0.258547938,0,0.258547938,0.258547938,N
Sunitinib,Fluorouracil,0.082084999,0.182226173,0.148148148,0.360560079,0.360560079,N
Sunitinib,Fulvestrant,0.082084999,0.314455158,0.155124654,0.46834369,0.46834369,N
Procainamide,Rituximab,0.22313016,1.00E-50,1.00E-50,0.22313016,0.22313016,N
Sunitinib,Irinotecan,0.135335283,0.213766315,0.197149644,0.454199425,0.454199425,N
Sunitinib,Ketoconazole,0.082084999,0.311207549,0.158163265,0.467746263,0.467746263,N
Sunitinib,Lansoprazole,0.082084999,0.280103274,0.238486842,0.496789056,0.496789056,N
Sunitinib,Lenalidomide,0.082084999,0.244612088,0.285271318,0.504420071,0.504420071,N
Sunitinib,Leucovorin,1.00E-50,0.31822298,0.102857143,0.388348616,0.388348616,N
Sunitinib,Linifanib,1.00E-50,0.276971072,1.00E-50,0.276971072,0.276971072,N
Sunitinib,Lomeguatrib,1.00E-50,0.228594997,1.00E-50,0.228594997,0.228594997,N
Sunitinib,Lonafarnib,1.00E-50,0.450821136,1.00E-50,0.450821136,0.450821136,N
Sunitinib,Melphalan,0.082084999,0.203844514,1.00E-50,0.269196936,0.269196936,N
Sunitinib,Methoxsalen,0.082084999,0.239899772,1.00E-50,0.302292598,0.302292598,N
Sunitinib,Midostaurin,0.082084999,0.213685712,1.00E-50,0.278230319,0.278230319,N
Sunitinib,Mitoxantrone,0.082084999,0.187830381,0.229268293,0.425417449,0.425417449,N
Sunitinib,Neratinib,1.00E-50,0.237178919,1.00E-50,0.237178919,0.237178919,N
Sunitinib,O6-benzylguanine,1.00E-50,0.237462744,1.00E-50,0.237462744,0.237462744,N
Sunitinib,Octreotide,0.082084999,0.264574316,0.196153846,0.457357008,0.457357008,N
Sunitinib,Oxaliplatin,0.082084999,0.175395898,1.00E-50,0.243083525,0.243083525,N
Sunitinib,Paclitaxel,0.082084999,0.239921335,0.305602716,0.515527619,0.515527619,N
Sunitinib,Pemetrexed,0.082084999,0.265851672,0.222222222,0.475866629,0.475866629,N
Sunitinib,Plitidepsin,1.00E-50,0.277512152,0,0.277512152,0.277512152,N
Sunitinib,Pregabalin,0.082084999,0.181368718,0.191011236,0.39209839,0.39209839,N
Sunitinib,Propranolol,0.082084999,0.229157766,0.122762148,0.379294875,0.379294875,N
Sunitinib,Rifampin,1.00E-50,0.330178854,0,0.330178854,0.330178854,N
Sunitinib,Romidepsin,0.082084999,0.219937897,0,0.283969294,0.283969294,N
Sunitinib,Sabarubicin,1.00E-50,0.274226222,1.00E-50,0.274226222,0.274226222,N
Sunitinib,SCH 900776,1.00E-50,0.243026506,1.00E-50,0.243026506,0.243026506,N
Sunitinib,Tamoxifen,0.082084999,0.23623905,0.198689956,0.438227464,0.438227464,N
Sunitinib,Taxane,1.00E-50,0.136682849,1.00E-50,0.136682849,0.136682849,N
Sunitinib,Temozolomide,0.082084999,0.243773996,1.00E-50,0.305848806,0.305848806,N
Sunitinib,Temsirolimus,0.082084999,0.289711093,0.33164557,0.564243041,0.564243041,N
Procainamide,Trastuzumab,0.22313016,1.00E-50,1.00E-50,0.22313016,0.22313016,N
Sunitinib,Theophylline,0.082084999,0.239317432,0.081151832,0.358421672,0.358421672,N
Sunitinib,Tipifarnib,1.00E-50,0.259345575,0,0.259345575,0.259345575,N
Sunitinib,Topotecan,0.082084999,0.213924621,0.190217391,0.415701049,0.415701049,N
Sunitinib,Toremifene,0.082084999,0.251643019,0.122994652,0.397560384,0.397560384,N
Sunitinib,Trabectedin,0.082084999,0.325352192,1.00E-50,0.380730656,0.380730656,N
Sunitinib,Tretinoin,0.082084999,0.185108517,0.228346457,0.422802288,0.422802288,N
Sunitinib,Trichostatin A,1.00E-50,0.273856566,1.00E-50,0.273856566,0.273856566,N
Sunitinib,Trifluridine,0.082084999,0.225361479,0.01183432,0.297362502,0.297362502,N
Sunitinib,Trimidox,1.00E-50,0.168903009,1.00E-50,0.168903009,0.168903009,N
Sunitinib,Tubacin,1.00E-50,0.25424367,1.00E-50,0.25424367,0.25424367,N
Sunitinib,Valproic Acid,1.00E-50,0.143234032,0.195970696,0.311135055,0.311135055,N
Sunitinib,Vandetanib,0.082084999,0.242843335,0.285714286,0.503567528,0.503567528,N
Sunitinib,Vinorelbine,0.082084999,0.346534206,0.221393035,0.532971256,0.532971256,N
Sunitinib,Vitamin D2,1.00E-50,0.226938437,0.025862069,0.246931408,0.246931408,N
Sunitinib,Vorinostat,0.082084999,0.182449845,0.135446686,0.35120327,0.35120327,N
Sunitinib,Zibotentan,1.00E-50,0.222258659,1.00E-50,0.222258659,0.222258659,N
Sunitinib,Zoledronic acid,0.082084999,0.149496298,0.239467849,0.406260074,0.406260074,N
Procainamide,Gemtuzumab ozogamicin,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Taxane,Sirolimus,1.00E-50,0.150989148,1.00E-50,0.150989148,0.150989148,N
Taxane,Aflibercept,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Rituximab,Pertuzumab,0.22313016,1.00E-50,1.00E-50,0.22313016,0.22313016,N
Taxane,IL-27,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Taxane,Interferon alfa-2a,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Taxane,Peginterferon alfa-2b,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Rituximab,Trastuzumab,0.22313016,1.00E-50,1.00E-50,0.22313016,0.22313016,N
Taxane,Sorivudine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Rituximab,Gemtuzumab ozogamicin,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Taxane,Trebananib,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Taxane,Trientine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Taxane,17-DMAG,1.00E-50,0.202523423,1.00E-50,0.202523423,0.202523423,N
Taxane,2-Methoxyestradiol,1.00E-50,0.171095851,1.00E-50,0.171095851,0.171095851,N
Taxane,ABT-737,1.00E-50,0.218258406,1.00E-50,0.218258406,0.218258406,N
Taxane,AEE788,1.00E-50,0.222746343,1.00E-50,0.222746343,0.222746343,N
Taxane,Aminophylline,1.00E-50,0.154830183,1.00E-50,0.154830183,0.154830183,N
Taxane,Anastrozole,1.00E-50,0.317879481,1.00E-50,0.317879481,0.317879481,N
Taxane,Arzoxifene,1.00E-50,0.321798273,1.00E-50,0.321798273,0.321798273,N
Taxane,Azacitidine,1.00E-50,0.347264723,1.00E-50,0.347264723,0.347264723,N
Taxane,Bexarotene,1.00E-50,0.267167292,1.00E-50,0.267167292,0.267167292,N
Taxane,Bosutinib,1.00E-50,0.280637832,1.00E-50,0.280637832,0.280637832,N
Taxane,Busulfan,1.00E-50,0.119754839,1.00E-50,0.119754839,0.119754839,N
Taxane,Canfosfamide,1.00E-50,0.190953101,1.00E-50,0.190953101,0.190953101,N
Taxane,Carboplatin,1.00E-50,0.242687115,1.00E-50,0.242687115,0.242687115,N
Taxane,Carvedilol,1.00E-50,0.270861645,1.00E-50,0.270861645,0.270861645,N
Taxane,Celecoxib,1.00E-50,0.100801621,1.00E-50,0.100801621,0.100801621,N
Taxane,Chlorambucil,1.00E-50,0.179648032,1.00E-50,0.179648032,0.179648032,N
Taxane,CI-1040,1.00E-50,0.252948007,1.00E-50,0.252948007,0.252948007,N
Taxane,Clofarabine,1.00E-50,0.147966117,1.00E-50,0.147966117,0.147966117,N
Taxane,Dacarbazine,1.00E-50,0.08197547,1.00E-50,0.08197547,0.08197547,N
Taxane,Daunorubicin,1.00E-50,0.307818925,1.00E-50,0.307818925,0.307818925,N
Taxane,Dexamethasone,1.00E-50,0.417366444,1.00E-50,0.417366444,0.417366444,N
Taxane,Discodermolide,1.00E-50,0.281358348,1.00E-50,0.281358348,0.281358348,N
Taxane,Doxorubicin,1.00E-50,0.352411769,1.00E-50,0.352411769,0.352411769,N
Taxane,Enalapril,1.00E-50,0.247017776,1.00E-50,0.247017776,0.247017776,N
Taxane,Epirubicin,1.00E-50,0.494789608,1.00E-50,0.494789608,0.494789608,N
Taxane,Etodolac,1.00E-50,0.253587949,1.00E-50,0.253587949,0.253587949,N
Taxane,Everolimus,1.00E-50,0.218054789,1.00E-50,0.218054789,0.218054789,N
Taxane,Fenretinide,1.00E-50,0.18045682,1.00E-50,0.18045682,0.18045682,N
Taxane,Fluorouracil,1.00E-50,0.260677259,1.00E-50,0.260677259,0.260677259,N
Taxane,Fulvestrant,1.00E-50,0.21558255,1.00E-50,0.21558255,0.21558255,N
Rituximab,Teprotumumab,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Taxane,Irinotecan,1.00E-50,0.199696859,1.00E-50,0.199696859,0.199696859,N
Taxane,Ketoconazole,1.00E-50,0.251050792,1.00E-50,0.251050792,0.251050792,N
Taxane,Lansoprazole,1.00E-50,0.288058679,1.00E-50,0.288058679,0.288058679,N
Taxane,Lenalidomide,1.00E-50,0.367936243,1.00E-50,0.367936243,0.367936243,N
Taxane,Leucovorin,1.00E-50,0.19532233,1.00E-50,0.19532233,0.19532233,N
Taxane,Linifanib,1.00E-50,0.229744855,1.00E-50,0.229744855,0.229744855,N
Taxane,Lomeguatrib,1.00E-50,0.324465567,1.00E-50,0.324465567,0.324465567,N
Taxane,Lonafarnib,1.00E-50,0.167459446,1.00E-50,0.167459446,0.167459446,N
Taxane,Melphalan,1.00E-50,0.267252049,1.00E-50,0.267252049,0.267252049,N
Taxane,Methoxsalen,1.00E-50,0.318451526,1.00E-50,0.318451526,0.318451526,N
Taxane,Midostaurin,1.00E-50,0.066609856,1.00E-50,0.066609856,0.066609856,N
Taxane,Mitoxantrone,1.00E-50,0.29355226,1.00E-50,0.29355226,0.29355226,N
Taxane,Neratinib,1.00E-50,0.123876585,1.00E-50,0.123876585,0.123876585,N
Taxane,O6-benzylguanine,1.00E-50,0.337125493,1.00E-50,0.337125493,0.337125493,N
Taxane,Octreotide,1.00E-50,0.346025709,1.00E-50,0.346025709,0.346025709,N
Taxane,Oxaliplatin,1.00E-50,0.271441386,1.00E-50,0.271441386,0.271441386,N
Taxane,Paclitaxel,1.00E-50,0.259162555,1.00E-50,0.259162555,0.259162555,N
Taxane,Pemetrexed,1.00E-50,0.227898618,1.00E-50,0.227898618,0.227898618,N
Taxane,Plitidepsin,1.00E-50,0.276913824,1.00E-50,0.276913824,0.276913824,N
Taxane,Pregabalin,1.00E-50,0.432991531,1.00E-50,0.432991531,0.432991531,N
Taxane,Propranolol,1.00E-50,0.309948602,1.00E-50,0.309948602,0.309948602,N
