Drug	DEG	logFC
Trichostatin A	SPTY2D1	1
Trichostatin A	ZBTB46	1
Trichostatin A	CCDC22	1
Trichostatin A	AKNA	1
Trichostatin A	ZNF282	1
Trichostatin A	C17orf106 /// CDK3	1
Trichostatin A	SDF2L1	1
Trichostatin A	FBXL20	1
Trichostatin A	CBY1	1
Trichostatin A	C17orf75	1
Trichostatin A	DLX2	1
Trichostatin A	NOL12	1
Trichostatin A	ATF6B	1
Trichostatin A	INO80B	1
Trichostatin A	PREX1	1
Trichostatin A	KLRG1	1
Trichostatin A	NCK2	1
Trichostatin A	PORCN	1
Trichostatin A	UFD1L	1
Trichostatin A	TSEN34	1
Trichostatin A	RRP7A /// RRP7B	1
Trichostatin A	RARG	1
Trichostatin A	ATN1	1
Trichostatin A	FAM160B2	1
Trichostatin A	ASAP1	1
Trichostatin A	CPPED1	1
Trichostatin A	TRAM2	1
Trichostatin A	DBP	1
Trichostatin A	TOMM20	1
Trichostatin A	TUFT1	1
Trichostatin A	ATP6V0B	1
Trichostatin A	NGLY1	1
Trichostatin A	SIK2	1
Trichostatin A	SLC12A2	1
Trichostatin A	PICK1	1
Trichostatin A	STX8	1
Trichostatin A	FAM110A	1
Trichostatin A	SLU7	1
Trichostatin A	FAM128A /// FAM128B	1
Trichostatin A	ELTD1	1
Trichostatin A	ARF5	1
Trichostatin A	TDRD7	1
Trichostatin A	UACA	1
Trichostatin A	DDB2	1
Trichostatin A	NR4A1	1
Trichostatin A	SHF	1
Trichostatin A	TEF	1
Trichostatin A	LRP6	1
Trichostatin A	CCDC124	1
Trichostatin A	PAG1	1
Trichostatin A	LPHN1	1
Trichostatin A	SS18L2	1
Trichostatin A	DMXL1	1
Trichostatin A	ZNF654	1
Trichostatin A	RANGAP1	1
Trichostatin A	ASCC1	1
Trichostatin A	CHMP5	1
Trichostatin A	IL11RA	1
Trichostatin A	RPN2	1
Trichostatin A	FKBP2	1
Trichostatin A	EIF2S3	1
Trichostatin A	CCNC	1
Trichostatin A	VAMP2	1
Trichostatin A	SLC25A10	1
Trichostatin A	BAT2	1
Trichostatin A	GNAI2	1
Trichostatin A	FAM126A	1
Trichostatin A	PSMG2	1
Trichostatin A	THAP10	1
Trichostatin A	PPP1R16B	1
Trichostatin A	STX6	1
Trichostatin A	ZBTB17	1
Trichostatin A	MTUS1	1
Trichostatin A	LEF1	1
Trichostatin A	GZMM	1
Trichostatin A	KCNN4	1
Trichostatin A	ARHGAP24	1
Trichostatin A	FLJ23867 /// QSOX1	1
Trichostatin A	IL9	1
Trichostatin A	KIFC2	1
Trichostatin A	CPD	1
Trichostatin A	FAM129B	1
Trichostatin A	HLA-DPA1	1
Trichostatin A	KIAA2013	1
Trichostatin A	ARL6	1
Trichostatin A	PHF11	1
Trichostatin A	IFITM1	1
Trichostatin A	IGBP1	1
Trichostatin A	SPSB3	1
Trichostatin A	PDE4B	1
Trichostatin A	MAPK11	1
Trichostatin A	IMP3	1
Trichostatin A	MPP6	1
Trichostatin A	CDK5RAP2	1
Trichostatin A	EFHC1	1
Trichostatin A	BAT2L1	1
Trichostatin A	EIF1AX	1
Trichostatin A	C2CD2L	1
Trichostatin A	PVRL2	1
Trichostatin A	C12orf44	1
Trichostatin A	DBI	1
Trichostatin A	PHF16	1
Trichostatin A	SERPINE1	1
Trichostatin A	GNPTAB	1
Trichostatin A	DDT	1
Trichostatin A	NEK6	1
Trichostatin A	SDCBP	1
Trichostatin A	MORF4L1	1
Trichostatin A	EMB	1
Trichostatin A	F8	1
Trichostatin A	NCS1	1
Trichostatin A	APBB1IP	1
Trichostatin A	VPS33B	1
Trichostatin A	DNAJC2	1
Trichostatin A	SAP30	1
Trichostatin A	PAGE5	1
Trichostatin A	SNRPF	1
Trichostatin A	MAX	1
Trichostatin A	FBXO10	1
Trichostatin A	C21orf2	1
Trichostatin A	EFNA4	1
Trichostatin A	PAOX	1
Trichostatin A	SLC7A2	1
Trichostatin A	AMOTL1	1
Trichostatin A	ACOT7	1
Trichostatin A	UBL7	1
Trichostatin A	KIF5B	1
Trichostatin A	TARS	1
Trichostatin A	FUZ	1
Trichostatin A	ARID1A	1
Trichostatin A	ACP2	1
Trichostatin A	NCKIPSD	1
Trichostatin A	PDLIM4	1
Trichostatin A	KIAA0907	1
Trichostatin A	PLOD1	1
Trichostatin A	SLC25A29	1
Trichostatin A	C17orf68	1
Trichostatin A	CSNK1A1	1
Trichostatin A	SLC9A6	1
Trichostatin A	HSPA4L	1
Trichostatin A	RPL28	1
Trichostatin A	NDUFB4	1
Trichostatin A	C14orf45	1
Trichostatin A	SOAT1	1
Trichostatin A	DCTN3	1
Trichostatin A	KIF22	1
Trichostatin A	MAP3K12	1
Trichostatin A	UBE2T	1
Trichostatin A	BTD	1
Trichostatin A	ANKH	1
Trichostatin A	PIK3R5	1
Trichostatin A	PRR5	1
Trichostatin A	CRBN	1
Trichostatin A	LSMD1	1
Trichostatin A	MAOA	1
Trichostatin A	JUP	1
Trichostatin A	C11orf1	1
Trichostatin A	KDM1B	1
Trichostatin A	ACIN1	1
Trichostatin A	ALDH9A1	1
Trichostatin A	VGF	1
Trichostatin A	RPUSD2	1
Trichostatin A	ANKS1A	1
Trichostatin A	ARHGAP18	1
Trichostatin A	RBMXL1	1
Trichostatin A	SYNE2	1
Trichostatin A	RNF13	1
Trichostatin A	DCP2	1
Trichostatin A	SLC35A3	1
Trichostatin A	LASS1	1
Trichostatin A	S100A4	1
Trichostatin A	SMAP1	1
Trichostatin A	SIX5	1
Trichostatin A	GTPBP10	1
Trichostatin A	TSSC4	1
Trichostatin A	TMEM189	1
Trichostatin A	LRRC28	1
Trichostatin A	PLD6	1
Trichostatin A	SYNJ1	1
Trichostatin A	EXOSC7	1
Trichostatin A	STK38L	1
Trichostatin A	TSPAN3	1
Trichostatin A	GRHL1	1
Trichostatin A	EXOC8	1
Trichostatin A	SCG2	1
Trichostatin A	PI15	1
Trichostatin A	UPK3A	1
Trichostatin A	ADCK2	1
Trichostatin A	TUBGCP5	1
Trichostatin A	SLC23A3	1
Trichostatin A	ZNF425	1
Trichostatin A	CDK2	1
Trichostatin A	EEF2K	1
Trichostatin A	CAB39	1
Trichostatin A	ARL1	1
Trichostatin A	KIAA0247	1
Trichostatin A	NPHP3	1
Trichostatin A	BACH1	1
Trichostatin A	BDP1	1
Trichostatin A	FBXO9	1
Trichostatin A	RBM34	1
Trichostatin A	PIGA	1
Trichostatin A	RHEBL1	1
Trichostatin A	HDGFRP2	1
Trichostatin A	FAM38B	1
Trichostatin A	MAF1	1
Trichostatin A	FSTL3	1
Trichostatin A	TTBK1	1
Trichostatin A	CRYBG3	1
Trichostatin A	C4orf3	1
Trichostatin A	ACSL1	1
Trichostatin A	SUN1	1
Trichostatin A	ACOT13	1
Trichostatin A	TMEM64	1
Trichostatin A	EPRS	1
Trichostatin A	SLC12A6	1
Trichostatin A	ING4	1
Trichostatin A	DEPDC6	1
Trichostatin A	PIK3R3	1
Trichostatin A	SESN2	1
Trichostatin A	ADAM8	1
Trichostatin A	ITCH	1
Trichostatin A	STK25	1
Trichostatin A	ETV3	1
Trichostatin A	KPNA5	1
Trichostatin A	NUP98	1
Trichostatin A	MZF1	1
Trichostatin A	BTG2	1
Trichostatin A	PLXND1	1
Trichostatin A	WDR35	1
Trichostatin A	CD53	1
Trichostatin A	TPP2	1
Trichostatin A	MMS19	1
Trichostatin A	VKORC1	1
Trichostatin A	RPGRIP1L	1
Trichostatin A	FAM127A	1
Trichostatin A	SEMA4D	1
Trichostatin A	AGPAT6	1
Trichostatin A	POLR2J2 /// POLR2J3 /// UPK3BL	1
Trichostatin A	ATP5L	1
Trichostatin A	RANBP6	1
Trichostatin A	ACTR10	1
Trichostatin A	BFAR	1
Trichostatin A	BCAP31	1
Trichostatin A	PLA2G12A	1
Trichostatin A	LCA5	1
Trichostatin A	STRADA	1
Trichostatin A	ZP3	1
Trichostatin A	MYL7	1
Trichostatin A	FLAD1	1
Trichostatin A	KREMEN1	1
Trichostatin A	COL7A1	1
Trichostatin A	RRAS2	1
Trichostatin A	TMCO1	1
Trichostatin A	SPHK2	1
Trichostatin A	KDM5B	1
Trichostatin A	GPAM	1
Trichostatin A	EIF4EBP2	1
Trichostatin A	SLC25A25	1
Trichostatin A	C7orf43	1
Trichostatin A	SUSD3	1
Trichostatin A	NFE2L3	1
Trichostatin A	FAM49B	1
Trichostatin A	C16orf45	1
Trichostatin A	PARP3	1
Trichostatin A	SLC38A1	1
Trichostatin A	BCL10	1
Trichostatin A	POLG2	1
Trichostatin A	NR1H3	1
Trichostatin A	AGFG1	1
Trichostatin A	FAM185A	1
Trichostatin A	COASY	1
Trichostatin A	SH3BP5L	1
Trichostatin A	WRAP53	1
Trichostatin A	STIM1	1
Trichostatin A	NHP2L1	1
Trichostatin A	DNMT3A	1
Trichostatin A	WNK4	1
Trichostatin A	TRIM35	1
Trichostatin A	BCL9	1
Trichostatin A	NCBP1	1
Trichostatin A	NGRN	1
Trichostatin A	SPATA2	1
Trichostatin A	TPRG1	1
Trichostatin A	PTCD1	1
Trichostatin A	GDE1	1
Trichostatin A	FZD2	1
Trichostatin A	C12orf60	1
Trichostatin A	ZNF434	1
Trichostatin A	EIF3K	1
Trichostatin A	PGRMC2	1
Trichostatin A	SMC6	1
Trichostatin A	HLTF	1
Trichostatin A	SOLH	1
Trichostatin A	TMEM30A	1
Trichostatin A	DPPA5	1
Trichostatin A	IL2RG	1
Trichostatin A	MELK	1
Trichostatin A	SMPD1	1
Trichostatin A	FXYD7	1
Trichostatin A	HSD17B12	1
Trichostatin A	ATP6V0A1	1
Trichostatin A	ADCK5	1
Trichostatin A	ATP5I	1
Trichostatin A	TFPT	1
Trichostatin A	ABR	1
Trichostatin A	KRT5	1
Trichostatin A	FRY	1
Trichostatin A	UBLCP1	1
Trichostatin A	CDS1	1
Trichostatin A	GNA15	1
Trichostatin A	TMEM74	1
Trichostatin A	CFTR	1
Trichostatin A	MPP1	1
Trichostatin A	GCOM1 /// GRINL1A	1
Trichostatin A	VPS13A	1
Trichostatin A	AKR1A1	1
Trichostatin A	TSTD1	1
Trichostatin A	ABI1	1
Trichostatin A	DDHD1	1
Trichostatin A	CROT	1
Trichostatin A	MAPKSP1	1
Trichostatin A	SAFB	1
Trichostatin A	TYW1B	1
Trichostatin A	CCDC34	1
Trichostatin A	TRPC4AP	1
Trichostatin A	MTMR4	1
Trichostatin A	PLEKHB1	1
Trichostatin A	DYM	1
Trichostatin A	PDE8A	1
Trichostatin A	BCKDK	1
Trichostatin A	GDAP2	1
Trichostatin A	FAM164A	1
Trichostatin A	OSBPL3	1
Trichostatin A	TMEM57	1
Trichostatin A	C14orf79	1
Trichostatin A	CD274	1
Trichostatin A	FAM149B1	1
Trichostatin A	TLE4	1
Trichostatin A	MTX2	1
Trichostatin A	IFI27L2	1
Trichostatin A	KIF3C	1
Trichostatin A	MEIS2	1
Trichostatin A	METRNL	1
Trichostatin A	C12orf68	1
Trichostatin A	TYW1 /// TYW1B	1
Trichostatin A	ZNF160	1
Trichostatin A	RARS	1
Trichostatin A	SH3RF2	1
Trichostatin A	C12orf10	1
Trichostatin A	HSPA2	1
Trichostatin A	MLXIP	1
Trichostatin A	AAMP	1
Trichostatin A	RBM9	1
Trichostatin A	DNHD1	1
Trichostatin A	TRIM2	1
Trichostatin A	CHD2	1
Trichostatin A	MGRN1	1
Trichostatin A	RYR1	1
Trichostatin A	CCT3	1
Trichostatin A	KHDRBS3	1
Trichostatin A	ATF7IP2	1
Trichostatin A	C16orf48	1
Trichostatin A	C9orf5	1
Trichostatin A	GLCE	1
Trichostatin A	PRR4	1
Trichostatin A	NOB1	1
Trichostatin A	H2AFZ	1
Trichostatin A	KIAA0355	1
Trichostatin A	CRISPLD2	1
Trichostatin A	SRP54	1
Trichostatin A	ATF3	1
Trichostatin A	THAP2	1
Trichostatin A	SAMD5	1
Trichostatin A	PIGU	1
Trichostatin A	GPR132	1
Trichostatin A	XCL1 /// XCL2	1
Trichostatin A	TAF7	1
Trichostatin A	NUDT2	1
Trichostatin A	SLC2A14 /// SLC2A3	1
Trichostatin A	C9orf144B	1
Trichostatin A	TCEAL3	1
Trichostatin A	TK2	1
Trichostatin A	UBE2W	1
Trichostatin A	FAM104A	1
Trichostatin A	NKX2-5	1
Trichostatin A	NCOA4	1
Trichostatin A	OMA1	1
Trichostatin A	PEX3	1
Trichostatin A	NDUFC2	1
Trichostatin A	STARD7	1
Trichostatin A	MAPKAPK2	1
Trichostatin A	WBP2	1
Trichostatin A	NINJ2	1
Trichostatin A	MYO1D	1
Trichostatin A	CCL27	1
Trichostatin A	ITPKB	1
Trichostatin A	YIPF4	1
Trichostatin A	SLC2A13	1
Trichostatin A	SESN3	1
Trichostatin A	TRPV1	1
Trichostatin A	PARP10	1
Trichostatin A	ILDR1	1
Trichostatin A	HCFC1	1
Trichostatin A	RFX5	1
Trichostatin A	KIF3A	1
Trichostatin A	GRB7	1
Trichostatin A	LARS	1
Trichostatin A	BSG	1
Trichostatin A	STAP2	1
Trichostatin A	RAD50	1
Trichostatin A	TPST2	1
Trichostatin A	PITPNM1	1
Trichostatin A	TMEM147	1
Trichostatin A	YY1	1
Trichostatin A	C14orf104	1
Trichostatin A	GLOD4	1
Trichostatin A	TSNAX	1
Trichostatin A	RAB3IP	1
Trichostatin A	ZNF444	1
Trichostatin A	COMTD1	1
Trichostatin A	SERTAD4	1
Trichostatin A	ACAA1	1
Trichostatin A	GEM	1
Trichostatin A	FIS1	1
Trichostatin A	PPPDE2	1
Trichostatin A	HCCS	1
Trichostatin A	OSTF1	1
Trichostatin A	PAFAH1B3	1
Trichostatin A	LRRC24	1
Trichostatin A	LONP2	1
Trichostatin A	TALDO1	1
Trichostatin A	INPP4A	1
Trichostatin A	NDUFB8	1
Trichostatin A	CREB5	1
Trichostatin A	ARHGAP31	1
Trichostatin A	SNX1	1
Trichostatin A	FANCB	1
Trichostatin A	LMNB1	1
Trichostatin A	FKBP14	1
Trichostatin A	NPEPPS	1
Trichostatin A	DGCR14	1
Trichostatin A	WDFY3	1
Trichostatin A	STX17	1
Trichostatin A	BRE	1
Trichostatin A	SMYD4	1
Trichostatin A	HMGCS1	1
Trichostatin A	LRRC40	1
Trichostatin A	BMP2K	1
Trichostatin A	RAB5C	1
Trichostatin A	C2orf69	1
Trichostatin A	RPS5	1
Trichostatin A	USP14	1
Trichostatin A	C9orf72	1
Trichostatin A	IFNAR2	1
Trichostatin A	ERI1	1
Trichostatin A	NHP2L1 /// SIGMAR1	1
Trichostatin A	LRP5	1
Trichostatin A	ACSM3	1
Trichostatin A	OTUD4	1
Trichostatin A	LRP1	1
Trichostatin A	APBB3	1
Trichostatin A	GSTCD	1
Trichostatin A	AOC3	1
Trichostatin A	ATP2B1	1
Trichostatin A	ZNF414	1
Trichostatin A	TMCO7	1
Trichostatin A	C1orf107	1
Trichostatin A	MTF1	1
Trichostatin A	MRPL51	1
Cycloheximide	SDF2L1	1
Cycloheximide	C6orf62	1
Cycloheximide	LMNA	1
Cycloheximide	HSPA5	1
Cycloheximide	EIF5	1
Cycloheximide	H1FX	1
Cycloheximide	AHNAK	1
Cycloheximide	ESCO2	1
Cycloheximide	HIRIP3	1
Cycloheximide	DNAJB11	1
Cycloheximide	CALR	1
Cycloheximide	MVD	1
Cycloheximide	HMSD	1
Cycloheximide	MANF	1
Cycloheximide	CRELD2	1
Cycloheximide	PDIA4	1
Cycloheximide	C9orf40	1
Cycloheximide	MCM7	1
Cycloheximide	C18orf1	1
Cycloheximide	NSDHL	1
Cycloheximide	ALAS1	1
Cycloheximide	ARHGAP20	1
Cycloheximide	RPL31	1
Cycloheximide	MYO3B	1
Cycloheximide	SELL	1
Cycloheximide	TMEM99	1
Cycloheximide	SLC17A9	1
Cycloheximide	C17orf91	1
Cycloheximide	CCNB1IP1	1
Cycloheximide	TRA2B	1
Cycloheximide	HMGCS1	1
Cycloheximide	SPRR2D	1
Cycloheximide	NDUFB9	1
Cycloheximide	SLC7A11	1
Cycloheximide	AATF	1
Cycloheximide	HSD17B7	1
Cycloheximide	WDR59	1
Cycloheximide	ANKRD37	1
Cycloheximide	CCL3	1
Cycloheximide	FBXO9	1
Cycloheximide	PLSCR3	1
Cycloheximide	MLLT10 /// PICALM	1
Cycloheximide	HIST1H4C	1
Cycloheximide	FDFT1	1
Cycloheximide	P2RX5	1
Cycloheximide	NDRG4	1
Cycloheximide	ITGAE	1
Cycloheximide	TCF19	1
Cycloheximide	EIF3L /// LOC340947	1
Cycloheximide	RACGAP1	1
Cycloheximide	HIST1H4J /// HIST1H4K	1
Cycloheximide	UCP2	1
Cycloheximide	GAD1	1
Cycloheximide	BTN3A3	1
Cycloheximide	RPS29	1
Cycloheximide	ZC3H3	1
Cycloheximide	KRT17	1
Cycloheximide	SLC24A3	1
Cycloheximide	RGS19	1
Cycloheximide	EFR3B	1
Cycloheximide	WDR76	1
Cycloheximide	C10orf119	1
Cycloheximide	KIF20B	1
Cycloheximide	PFKM	1
Cycloheximide	ZNF581	1
Cycloheximide	HERPUD1	1
Cycloheximide	RAD51	1
Cycloheximide	REXO4	1
Cycloheximide	LSMD1	1
Cycloheximide	FAM96A	1
Cycloheximide	CHPT1	1
Cycloheximide	LCORL	1
Cycloheximide	CIC	1
Cycloheximide	PPIB	1
Cycloheximide	CES2	1
Cycloheximide	AEBP2	1
Cycloheximide	XBP1	1
Cycloheximide	GADD45A	1
Cycloheximide	CYP1B1	1
Cycloheximide	B3GNTL1	1
Cycloheximide	CXCL13	1
Cycloheximide	PDIA6	1
Cycloheximide	PDE3B	1
Cycloheximide	MRPL39	1
Cycloheximide	DRAM1	1
Cycloheximide	AICDA	1
Cycloheximide	NUF2	1
Cycloheximide	ARHGEF12	1
Cycloheximide	OSTC	1
Cycloheximide	RFC2	1
Cycloheximide	ZNF558	1
Cycloheximide	AZI2	1
Cycloheximide	METTL9	1
Cycloheximide	SAC3D1	1
Cycloheximide	TXNL4B	1
Cycloheximide	PBK	1
Cycloheximide	ITGAL	1
Cycloheximide	SGOL1	1
Cycloheximide	POM121	1
Cycloheximide	UBXN2A	1
Cycloheximide	MCC	1
Cycloheximide	SLC22A17	1
Cycloheximide	ARHGEF9	1
Cycloheximide	OBFC2A	1
Cycloheximide	TRIM28	1
Cycloheximide	ARL5A	1
Cycloheximide	HNRPDL	1
Cycloheximide	ZNF557	1
Cycloheximide	NCRNA00188	1
Cycloheximide	HAO2	1
Cycloheximide	SEL1L	1
Cycloheximide	AURKA	1
Cycloheximide	CRYBB2	1
Cycloheximide	PEPD	1
Cycloheximide	GALR2	1
Cycloheximide	KIAA1143	1
Cycloheximide	HOMEZ	1
Cycloheximide	KIF11	1
Cycloheximide	FAM108A1 /// FAM108A4	1
Cycloheximide	LCMT2	1
Cycloheximide	ZNF692	1
Cycloheximide	NEK2	1
Cycloheximide	KIF20A	1
Cycloheximide	HSPH1	1
Cycloheximide	LTC4S	1
Cycloheximide	RGS5	1
Cycloheximide	SEPX1	1
Cycloheximide	PCNX	1
Cycloheximide	DGUOK	1
Cycloheximide	CCNB2	1
Cycloheximide	ANLN	1
Cycloheximide	ARHGDIB	1
Cycloheximide	LEO1	1
Cycloheximide	STIM1	1
Cycloheximide	SPTAN1	1
Cycloheximide	CREM	1
Cycloheximide	ISG15	1
Cycloheximide	SGSM2	1
Cycloheximide	LDLR	1
Cycloheximide	DEXI	1
Cycloheximide	TMEM97	1
Cycloheximide	AARS	1
Cycloheximide	TMEM155	1
Cycloheximide	URB1	1
Cycloheximide	RSPO4	1
Cycloheximide	SAT2	1
Cycloheximide	HIVEP2	1
Cycloheximide	SF3B2	1
Cycloheximide	AHSA2	1
Cycloheximide	ZNF177	1
Cycloheximide	DDB2	1
Cycloheximide	FAM120AOS	1
Cycloheximide	DYRK1B	1
Cycloheximide	SLC25A6	1
Cycloheximide	SLC27A2	1
Cycloheximide	FLAD1	1
Cycloheximide	MICB	1
Cycloheximide	EN1	1
Cycloheximide	THUMPD3	1
Cycloheximide	OS9	1
Cycloheximide	MKI67	1
Cycloheximide	MRPL37	1
Cycloheximide	RALGAPA2	1
Cycloheximide	GTSE1	1
Cycloheximide	CYB561	1
Cycloheximide	SPRYD4	1
Cycloheximide	NPC2	1
Cycloheximide	EIF3L	1
Cycloheximide	CYTH4	1
Cycloheximide	PCOLCE	1
Cycloheximide	CCDC28B	1
Cycloheximide	ACAT2	1
Cycloheximide	MAPK11	1
Cycloheximide	LILRA6	1
Cycloheximide	PABPC1L	1
Cycloheximide	ANXA8 /// ANXA8L1 /// ANXA8L2	1
Cycloheximide	CKAP2L	1
Cycloheximide	C13orf34	1
Cycloheximide	CST8	1
Cycloheximide	HIVEP3	1
Cycloheximide	CPSF3	1
Cycloheximide	TRUB2	1
Cycloheximide	TTC30A	1
Cycloheximide	POLA2	1
Cycloheximide	LOC339047	1
Cycloheximide	GPN3	1
Cycloheximide	CPT1A	1
Cycloheximide	BCL2L11	1
Cycloheximide	ZNF644	1
Cycloheximide	UBE2I	1
Cycloheximide	LRDD	1
Cycloheximide	CDKN3	1
Cycloheximide	SRCAP	1
Cycloheximide	WDR70	1
Cycloheximide	XPOT	1
Cycloheximide	SUOX	1
Cycloheximide	CPT1C	1
Cycloheximide	EIF3E	1
Cycloheximide	PSMB9	1
Cycloheximide	NOTCH2 /// NOTCH2NL	1
Cycloheximide	MTSS1	1
Cycloheximide	MEIS1	1
Cycloheximide	FBXO5	1
Cycloheximide	CHEK1	1
Cycloheximide	C1orf107	1
Cycloheximide	CEP110	1
Cycloheximide	APOD	1
Cycloheximide	NOL3	1
Cycloheximide	NBPF3	1
Cycloheximide	CLDN12 /// GTPBP10	1
Cycloheximide	RRN3	1
Cycloheximide	SIRT5	1
Cycloheximide	RPUSD4	1
Cycloheximide	SHOC2	1
Cycloheximide	QPRT	1
Cycloheximide	CDKAL1	1
Cycloheximide	KIAA1310	1
Cycloheximide	NASP	1
Cycloheximide	LHFPL3	1
Cycloheximide	KIF3B	1
Cycloheximide	LRRC59	1
Cycloheximide	DDX39	1
Cycloheximide	RNASET2	1
Cycloheximide	ZDHHC8	1
Cycloheximide	C6orf226	1
Cycloheximide	TMEM149	1
Cycloheximide	EML1	1
Cycloheximide	SMC4	1
Cycloheximide	SPHK2	1
Cycloheximide	DAP	1
Cycloheximide	ADAT1	1
Cycloheximide	IRF7	1
Cycloheximide	SPCS3	1
Cycloheximide	SLC26A6	1
Cycloheximide	ASNS	1
Cycloheximide	PDIA5	1
Cycloheximide	PAQR8	1
Cycloheximide	FAM102B	1
Cycloheximide	BBS12	1
Cycloheximide	MVK	1
Cycloheximide	DUSP1	1
Cycloheximide	HSPA1B	1
Cycloheximide	NUDCD1	1
Cycloheximide	CUZD1	1
Cycloheximide	ATAD2	1
Cycloheximide	L3MBTL2	1
Cycloheximide	TBL3	1
Cycloheximide	ABCB6 /// ATG9A	1
Cycloheximide	ZNF44	1
Cycloheximide	PRKACB	1
Cycloheximide	HLA-DRB1 /// HLA-DRB3 /// HLA-DRB4 /// HLA-DRB5	1
Cycloheximide	TMEM150A	1
Cycloheximide	SPG21	1
Cycloheximide	TOP3B	1
Cycloheximide	ZNF23	1
Cycloheximide	DNAJC10	1
Cycloheximide	MFAP3	1
Cycloheximide	L1CAM	1
Cycloheximide	P2RY11	1
Cycloheximide	ZFP64	1
Cycloheximide	FAM83H	1
Cycloheximide	SLFN12	1
Cycloheximide	DUT	1
Cycloheximide	ZNF706	1
Cycloheximide	LSM14A	1
Cycloheximide	SGK1	1
Cycloheximide	DTL	1
Cycloheximide	TLN2	1
Cycloheximide	SLC35E2	1
Cycloheximide	ACTN1	1
Cycloheximide	NEDD4L	1
Cycloheximide	STAT1	1
Cycloheximide	DCK	1
Cycloheximide	CD97	1
Cycloheximide	C1orf122	1
Cycloheximide	TOP3A	1
Cycloheximide	ULBP2	1
Cycloheximide	SCFD2	1
Cycloheximide	FAF1	1
Cycloheximide	HIST2H2BE	1
Cycloheximide	KIF23	1
Cycloheximide	WBP4	1
Cycloheximide	RELA	1
Cycloheximide	CEP68	1
Cycloheximide	HNRNPH3	1
Cycloheximide	PXMP2	1
Cycloheximide	PYCR1	1
Cycloheximide	GLTSCR2	1
Cycloheximide	NINJ2	1
Cycloheximide	NFAT5	1
Cycloheximide	C9orf156	1
Cycloheximide	C9orf144 /// C9orf144B	1
Cycloheximide	EXOC6	1
Cycloheximide	EDEM2	1
Cycloheximide	PNPLA6	1
Cycloheximide	C11orf1	1
Cycloheximide	PRDM10	1
Cycloheximide	PDCD2	1
Cycloheximide	PSMD2	1
Cycloheximide	AGPHD1	1
Cycloheximide	NETO2	1
Cycloheximide	PPP2CA	1
Cycloheximide	C9orf3	1
Cycloheximide	ACSM3	1
Cycloheximide	NUDT16L1	1
Cycloheximide	PLAU	1
Cycloheximide	CANT1	1
Cycloheximide	BAT1	1
Cycloheximide	UHRF1BP1	1
Cycloheximide	C16orf57	1
Cycloheximide	CD55	1
Cycloheximide	C11orf58	1
Cycloheximide	SCARF1	1
Cycloheximide	ZYX	1
Cycloheximide	DCPS	1
Cycloheximide	CHST2	1
Cycloheximide	RAE1	1
Mitomycin	DDB2	1
Mitomycin	PLAU	1
Mitomycin	CDC20	1
Mitomycin	CDKN1A	1
Mitomycin	OTP	1
Mitomycin	PRICKLE3	1
Mitomycin	GAS2L3	1
Mitomycin	FDXR	1
Mitomycin	RAD51	1
Mitomycin	FAS	1
Mitomycin	PHLDA3	1
Mitomycin	SULF2	1
Mitomycin	IKBIP	1
Mitomycin	SESN2	1
Mitomycin	LRDD	1
Mitomycin	TRIAP1	1
Mitomycin	PLCL2	1
Mitomycin	ESCO2	1
Mitomycin	CYFIP2	1
Mitomycin	TRIM22	1
Mitomycin	RRM2B	1
Mitomycin	MYBL1	1
Mitomycin	NEURL1B	1
Mitomycin	SDF2L1	1
Mitomycin	KIF20A	1
Mitomycin	FBXO22	1
Mitomycin	CYP1B1	1
Mitomycin	LSM11	1
Mitomycin	CLDN1	1
Mitomycin	TRANK1	1
Mitomycin	SAC3D1	1
Mitomycin	PRR5	1
Mitomycin	LSS	1
Mitomycin	PPP2R2B	1
Mitomycin	APOBEC3B	1
Mitomycin	SESN1	1
Mitomycin	BMP1	1
Mitomycin	DTL	1
Mitomycin	THAP10	1
Mitomycin	LCE1C	1
Mitomycin	PIGM	1
Mitomycin	LIG1	1
Mitomycin	POLQ	1
Mitomycin	BZRAP1	1
Mitomycin	SERF1A /// SERF1B	1
Mitomycin	MAMDC4	1
Mitomycin	RAD51C	1
Mitomycin	SLC4A3	1
Mitomycin	LMX1B	1
Mitomycin	ALG10B	1
Mitomycin	DPF1	1
Mitomycin	ID3	1
Mitomycin	C20orf72	1
Mitomycin	TNFSF9	1
Mitomycin	BPNT1	1
Mitomycin	ARHGAP20	1
Mitomycin	HSPA5	1
Mitomycin	EXO1	1
Mitomycin	TMEM194B	1
Mitomycin	PTTG1 /// PTTG3P	1
Mitomycin	C19orf48	1
Mitomycin	POMZP3 /// ZP3	1
Mitomycin	AP1M2	1
Mitomycin	ALAD	1
Mitomycin	CDCA5	1
Mitomycin	FLVCR2	1
Mitomycin	TYMS	1
Mitomycin	HIST1H2BM	1
Mitomycin	RAD54L	1
Mitomycin	CCDC150	1
Mitomycin	MCC	1
Mitomycin	PPIF	1
Mitomycin	WDSUB1	1
Mitomycin	PRKAB1	1
Mitomycin	ZNF181 /// ZNF302	1
Mitomycin	MOV10L1	1
Mitomycin	INPP1	1
Mitomycin	NLN	1
Mitomycin	ATAD2	1
Mitomycin	ADRB2	1
Mitomycin	TAX1BP3	1
Mitomycin	DTX3L	1
Mitomycin	BCL9L	1
Mitomycin	ZNF653	1
